registration,make,model,procSpeed
ivHOzJY,Alienware,Area-51,3.6
fUTwZWj,MSI,Raider,3.8
Zk94UDr,Razer,Blade,3.0
TrdUxdE,HP,Omen,3.1
yuQreO4,Razer,Blade,3.2
g8Rs743,Alienware,Area-51,3.5
qPBcbwm,Razer,Blade,3.5
72SuZvY,Razer,Blade,3.5
XZrYqp0,MSI,Raider,3.6
KzrAb9F,Lenovo,Legion,3.8
9TS9WjM,Lenovo,Legion,3.3
fruL86v,Razer,Blade,3.8
nIbcMcD,Lenovo,Legion,3.0
56lLIR0,MSI,Raider,3.2
vhwd8Hs,HP,Omen,3.4
rSvSP83,Razer,Blade,3.4
MkvVsev,Lenovo,Legion,3.4
QRE6euc,Razer,Blade,3.4
kKMq5bt,Razer,Blade,3.2
Hskkd9J,Razer,Blade,3.8
YjwChJR,Alienware,Area-51,3.1
lPAfssM,Razer,Blade,3.2
BqprL4m,Razer,Blade,3.3
f2FlgL8,Lenovo,Legion,3.0
UI9ggYq,Asus,ROG,3.2
AXAX9jn,MSI,Raider,3.7
8wSEI6Q,Razer,Blade,3.1
3UuMZKJ,Razer,Blade,3.0
gn79W3C,HP,Omen,3.2
oRfXXhX,Razer,Blade,3.3
uO0d4l6,MSI,Raider,3.6
tJgWTJc,Razer,Blade,3.3
udV8lqH,Lenovo,Legion,3.6
wc4PtXU,Razer,Blade,3.8
gmFkE8S,HP,Omen,3.0
WvcLRnf,HP,Omen,3.8
dVDE2Oj,Razer,Blade,3.4
30znest,Razer,Blade,3.0
ekNz1DO,Razer,Blade,3.7
GSqe7sb,Asus,ROG,3.6
tUaZ19a,Razer,Blade,3.4
lR6zDXw,Razer,Blade,3.6
swLg6eD,Lenovo,Legion,3.4
Kl1gbyn,Razer,Blade,3.2
gHmfCTw,Razer,Blade,3.4
7DJls8v,Razer,Blade,3.6
eoeYt34,Asus,ROG,3.4
XDoiHWj,HP,Omen,3.4
l2LcKyY,Razer,Blade,3.8
PGnDyl7,Razer,Blade,3.3
pxgXD03,Alienware,Area-51,3.8
cWtfNmL,Lenovo,Legion,3.1
tixfgC3,Razer,Blade,3.1
365mZpz,Razer,Blade,3.3
7Zz7uHe,Acer,Predator,3.5
srTAnDv,Alienware,Area-51,3.2
7vlxrNz,Razer,Blade,3.2
WEI9IO6,Asus,ROG,3.2
8ADsW4R,Lenovo,Legion,3.8
AWNzmXy,Asus,ROG,3.4
Fkv7mon,Alienware,Area-51,3.4
AUVd6UN,Razer,Blade,3.5
H727r7T,HP,Omen,3.7
zTCPRTt,Asus,ROG,3.2
wyjGA1P,Razer,Blade,3.0
lvKjXwS,Razer,Blade,3.3
fPfBerz,Asus,ROG,3.6
H3jEWLC,Razer,Blade,3.3
NBEECB2,Alienware,Area-51,3.5
5hKuYG4,Asus,ROG,3.6
2GEgwLm,Alienware,Area-51,3.5
lrQZ1Re,Acer,Predator,3.6
MvlamO0,Razer,Blade,3.6
zGntEOk,Razer,Blade,3.0
yVHzoOJ,Razer,Blade,3.0
rohKi4F,Razer,Blade,3.7
QS2ftDc,Asus,ROG,3.2
gnRkTV4,Razer,Blade,3.2
XpOxYx7,Razer,Blade,3.4
ydAR1jS,Razer,Blade,3.3
KtCz8CR,Asus,ROG,3.0
vkOedph,Asus,ROG,3.4
MLskbWx,Acer,Predator,3.2
GZNNqxP,Asus,ROG,3.1
yMISk9T,Razer,Blade,3.6
3ZR48Uq,Asus,ROG,3.1
5epVpq7,Razer,Blade,3.6
fDVxkoC,Razer,Blade,3.8
a7zWpH1,Razer,Blade,3.5
pfzNTDN,Razer,Blade,3.6
Cb63hCs,Asus,ROG,3.2
ePiWMRT,Lenovo,Legion,3.8
HZRXTlZ,Acer,Predator,3.8
oxdi18c,Razer,Blade,3.4
t0GzCeR,MSI,Raider,3.6
hELbGOQ,Lenovo,Legion,3.4
x2M5yOL,Razer,Blade,3.8
x9bkweI,Asus,ROG,3.0
QrtRkOV,Razer,Blade,3.0
agtJxXw,Razer,Blade,3.1
ssgcO0g,Alienware,Area-51,3.0
gRx07kR,MSI,Raider,3.1
CDrJpzR,Razer,Blade,3.2
hwIb5Wd,Razer,Blade,3.6
pReY1cu,Acer,Predator,3.7
V92WzeA,Alienware,Area-51,3.8
N0hwTtH,Acer,Predator,3.0
fPUXJNF,Razer,Blade,3.7
q0JZYX8,HP,Omen,3.2
lZasKvO,Razer,Blade,3.4
wbtBdJj,Razer,Blade,3.0
Xw8mT07,Razer,Blade,3.8
DrOLp0M,Lenovo,Legion,3.6
7X9LiV8,MSI,Raider,3.5
Iplwxt4,Razer,Blade,3.1
8MYtXzG,HP,Omen,3.3
BX9RBwH,Razer,Blade,3.2
aLObWZb,Alienware,Area-51,3.6
1sIQmtd,Lenovo,Legion,3.2
I4gGD5D,Razer,Blade,3.5
RwYoeBR,Razer,Blade,3.2
tY7X2wr,Razer,Blade,3.5
QSI3inj,Asus,ROG,3.0
0S6c2jm,HP,Omen,3.2
dIYBuBD,Razer,Blade,3.8
Lpzsn0i,Acer,Predator,3.8
pnbt4hG,Razer,Blade,3.0
PydVPq9,Razer,Blade,3.5
RexXbmg,Lenovo,Legion,3.5
TGGIkQL,Razer,Blade,3.0
eRFBqQl,Razer,Blade,3.8
2xmcvlZ,Razer,Blade,3.7
P5lj55F,Razer,Blade,3.5
F6ThGGU,Razer,Blade,3.4
zJdia65,Razer,Blade,3.7
iQJq5Ih,Razer,Blade,3.5
dsDnSUN,Razer,Blade,3.3
98BUMog,Acer,Predator,3.7
X2c83NW,Alienware,Area-51,3.8
139OIyY,Razer,Blade,3.5
u8i1I2h,Razer,Blade,3.1
cjsoLv3,Razer,Blade,3.6
TiZ6oFQ,Razer,Blade,3.0
ltPnMnf,Razer,Blade,3.3
XNrzaT8,Asus,ROG,3.3
t86qzZf,Razer,Blade,3.5
pXZGFfM,Razer,Blade,3.2
bIdNWKo,Razer,Blade,3.6
Jl6RNMU,Acer,Predator,3.3
PSbNA23,Asus,ROG,3.5
J6BeeED,Razer,Blade,3.8
ng4iiqj,Alienware,Area-51,3.8
FS7n1wM,MSI,Raider,3.4
pGsUMD8,HP,Omen,3.8
c6tc8VZ,Razer,Blade,3.7
B4ri8kp,Razer,Blade,3.2
xQGnPjw,Razer,Blade,3.3
B7oXisc,Lenovo,Legion,3.1
jAdzCyl,Razer,Blade,3.8
fGoE6N6,Acer,Predator,3.2
FbfeTvp,HP,Omen,3.7
B6nc4jg,HP,Omen,3.4
cvfeKrG,HP,Omen,3.7
PgzslQ9,Razer,Blade,3.1
5NUKuFo,Razer,Blade,3.3
FIjYfY8,MSI,Raider,3.7
kvVYZsi,Razer,Blade,3.5
DW03yOm,Razer,Blade,3.7
gV7pDVg,Razer,Blade,3.0
RBDRHV5,Razer,Blade,3.2
VIBRZPR,Razer,Blade,3.1
7u04dnD,Razer,Blade,3.1
UO0ZkID,Razer,Blade,3.5
mcG0DLG,Razer,Blade,3.8
hHsw74D,MSI,Raider,3.4
G4By4Lw,Asus,ROG,3.0
VFU9bqI,Razer,Blade,3.2
3SoaI24,Asus,ROG,3.1
rCxRxvD,Razer,Blade,3.3
IVqarbX,Razer,Blade,3.1
jKZcZYZ,HP,Omen,3.3
UXZxgZX,Razer,Blade,3.6
4ivgqyK,Razer,Blade,3.6
OgIcge9,Razer,Blade,3.8
X09ehXS,Razer,Blade,3.6
9Vv52SI,MSI,Raider,3.4
dLHB5Ww,Lenovo,Legion,3.8
HEN5f06,Razer,Blade,3.2
4AfLnUC,Razer,Blade,3.8
YDcrX20,Alienware,Area-51,3.1
rwqDySB,Razer,Blade,3.0
bJ75xUM,Razer,Blade,3.1
GKSuXv0,Razer,Blade,3.2
4zki4IZ,Razer,Blade,3.0
ngpeiRv,Lenovo,Legion,3.3
WGZsZ4t,Alienware,Area-51,3.0
1DhoHr5,Razer,Blade,3.4
5EaRD05,Razer,Blade,3.0
6rNtZWi,Razer,Blade,3.0
Bl5h0Gr,Razer,Blade,3.1
EximRyt,Razer,Blade,3.0
U4Y9dmN,Razer,Blade,3.4
8x4vzed,Razer,Blade,3.6
zEdbWre,HP,Omen,3.7
DpOsgvs,Acer,Predator,3.6
diWyizb,Razer,Blade,3.0
6CyeqaG,Alienware,Area-51,3.8
b6YR1nJ,Acer,Predator,3.6
ZeJ3nun,Razer,Blade,3.4
JlBJMFv,Lenovo,Legion,3.5
N97bxVB,Razer,Blade,3.7
9syBt4q,HP,Omen,3.1
WTayv72,Acer,Predator,3.2
41KWlgr,Razer,Blade,3.5
Xdajo1z,Lenovo,Legion,3.2
Hos8JQB,Lenovo,Legion,3.0
JS3jK1W,Lenovo,Legion,3.8
OkriEWM,Asus,ROG,3.2
9aR24az,Razer,Blade,3.1
afBMcUe,Razer,Blade,3.2
w1puhKe,Razer,Blade,3.8
hiwD7Hn,Razer,Blade,3.1
JQNmSlm,Alienware,Area-51,3.8
qQNTz7I,Razer,Blade,3.0
7z4o8ni,Razer,Blade,3.3
6uY12Uo,Razer,Blade,3.8
Hd9pZ2r,MSI,Raider,3.2
PBfLnhV,Razer,Blade,3.0
OZjeERA,Razer,Blade,3.4
Fmxxxwt,HP,Omen,3.4
m620RQ3,Lenovo,Legion,3.0
Lbmmfl9,Razer,Blade,3.0
wTlbEXy,Alienware,Area-51,3.7
e4gfhwu,Razer,Blade,3.6
hqJYIT2,HP,Omen,3.3
MVhTb67,Razer,Blade,3.3
sKxkVG1,Razer,Blade,3.6
czh4ScF,Asus,ROG,3.6
2kNMdpi,Razer,Blade,3.0
L1hsRTu,Razer,Blade,3.2
bjxPKVq,Lenovo,Legion,3.1
cTynjXB,Acer,Predator,3.1
vjViwQB,Razer,Blade,3.7
ZWc53gX,Razer,Blade,3.2
hbED23A,Acer,Predator,3.7
gnFRGJQ,Acer,Predator,3.3
Xno9ghv,Razer,Blade,3.5
1BEoyrV,Razer,Blade,3.8
0TqdesQ,Alienware,Area-51,3.7
flFqTtG,Asus,ROG,3.3
gAh50ae,Razer,Blade,3.1
dMFMPVW,Razer,Blade,3.6
6wxawmf,Razer,Blade,3.3
XqJxWr1,Lenovo,Legion,3.4
22FYnIh,Lenovo,Legion,3.4
IdmEl5G,Razer,Blade,3.1
bkVpr5d,Razer,Blade,3.3
WfxtYsp,Alienware,Area-51,3.6
leZW7Ne,Razer,Blade,3.4
4gRS7K4,HP,Omen,3.4
IEpVHZ3,Razer,Blade,3.6
Ak2e8QQ,Asus,ROG,3.0
AedB28T,Razer,Blade,3.5
aDI4tDE,Razer,Blade,3.5
12Y9NTB,Acer,Predator,3.7
nb8pQMr,Razer,Blade,3.7
ehlQmT8,Razer,Blade,3.0
PL48fps,Asus,ROG,3.2
dHgJVTq,Alienware,Area-51,3.3
JoPKow2,Razer,Blade,3.1
1Rvpcx6,MSI,Raider,3.1
rSLDPiO,Razer,Blade,3.8
Za5Pnpf,Lenovo,Legion,3.8
l76s24a,Alienware,Area-51,3.3
HgmSCrw,Razer,Blade,3.0
bqFQhA5,Acer,Predator,3.0
YjuHjBv,Razer,Blade,3.2
30eGQnN,Lenovo,Legion,3.7
UTjeZUm,Alienware,Area-51,3.7
3YrNFil,Razer,Blade,3.0
bqym5ox,Razer,Blade,3.6
BmPXPzG,Razer,Blade,3.1
1Jha5VI,Razer,Blade,3.0
uQdKZ7T,Razer,Blade,3.2
kJxm9Bs,Alienware,Area-51,3.2
xzrImJN,Razer,Blade,3.5
nfxMmsM,Alienware,Area-51,3.4
6kqCMmY,Razer,Blade,3.4
e1yyltw,Razer,Blade,3.6
GSQFzHq,Acer,Predator,3.3
ICUaiGJ,Razer,Blade,3.0
gcOAOCI,Asus,ROG,3.5
vTrAvhu,Alienware,Area-51,3.8
9JgLSPS,Acer,Predator,3.2
5G2GHJt,Acer,Predator,3.0
yeoQzAL,Razer,Blade,3.5
mWQQX9O,Razer,Blade,3.0
AtpFuqg,Razer,Blade,3.5
a9ujDcU,Razer,Blade,3.4
uQdgezh,HP,Omen,3.6
Y1xCNtf,Razer,Blade,3.4
D2fohho,Razer,Blade,3.0
IOodxKl,Razer,Blade,3.0
pIv8LMe,HP,Omen,3.5
Rpywl8y,Razer,Blade,3.2
VlB2sCK,HP,Omen,3.8
Zeupn5k,Lenovo,Legion,3.8
7kEdjFc,MSI,Raider,3.8
tkTtwII,Acer,Predator,3.5
aJu4i71,Razer,Blade,3.4
YvdrPTw,Razer,Blade,3.6
cAONeFf,Razer,Blade,3.8
Ii1uWdm,Razer,Blade,3.5
NEd0XKp,Alienware,Area-51,3.5
e1DS0rw,Lenovo,Legion,3.8
oovZ1Cf,Razer,Blade,3.6
hij0oyR,Alienware,Area-51,3.8
TFkkPXx,Asus,ROG,3.3
0h51JRO,Razer,Blade,3.0
0qdBIHr,Asus,ROG,3.5
7aoy4ZS,Lenovo,Legion,3.1
QkepxJn,Razer,Blade,3.2
N0q3AQr,Razer,Blade,3.3
sCKxoiE,HP,Omen,3.6
laVkjAW,Razer,Blade,3.1
jX6SuWz,Razer,Blade,3.4
qY1dALX,Razer,Blade,3.7
3XQqs6i,Razer,Blade,3.6
amcZYJ3,Lenovo,Legion,3.7
09ihNT2,HP,Omen,3.7
CWy9E4R,Lenovo,Legion,3.3
vEmCKGR,Acer,Predator,3.7
XKSk22J,Razer,Blade,3.5
ItsOzel,Razer,Blade,3.6
uSydmwh,Razer,Blade,3.2
aU0GfJp,Acer,Predator,3.1
VchqMSv,Razer,Blade,3.5
0jzx9bh,Razer,Blade,3.1
twcjqdX,Acer,Predator,3.1
XGggpDo,Razer,Blade,3.2
3yj6ObJ,Razer,Blade,3.3
eHnfl01,Lenovo,Legion,3.5
1zgSdPT,HP,Omen,3.7
QRVy351,Alienware,Area-51,3.8
vmbfwHM,Alienware,Area-51,3.8
MGGcJra,Alienware,Area-51,3.5
EYSKrLJ,Razer,Blade,3.7
L3gJyGb,Razer,Blade,3.1
gp72VlU,Razer,Blade,3.1
JwYYst5,Razer,Blade,3.0
7R2lh5v,Asus,ROG,3.6
WE5xi9N,Razer,Blade,3.5
itjE1Fd,MSI,Raider,3.5
DvbAdhj,Asus,ROG,3.8
wD6zBdr,Asus,ROG,3.4
uHnJgsX,Razer,Blade,3.7
eAedRau,MSI,Raider,3.0
h42TV1T,HP,Omen,3.8
PbwFKbl,Razer,Blade,3.4
XYuiaWn,Razer,Blade,3.1
hbA4DBl,Razer,Blade,3.4
pnP7Zwd,Razer,Blade,3.3
oFF8OrN,Acer,Predator,3.6
mcxUvRg,MSI,Raider,3.3
dblaDsV,Alienware,Area-51,3.8
0AUCSDc,Razer,Blade,3.3
OxvoaJA,Razer,Blade,3.3
jLBLL9q,Razer,Blade,3.4
idJeT9Q,MSI,Raider,3.0
r1HAydF,Razer,Blade,3.6
gnCSc7n,Asus,ROG,3.0
uaXyQrh,Acer,Predator,3.6
Xpc9J1N,Asus,ROG,3.2
JB3FjUq,Razer,Blade,3.8
dLtFOFL,Acer,Predator,3.4
pzKDQTP,Razer,Blade,3.5
wweOC5t,Razer,Blade,3.7
ewPOsBY,HP,Omen,3.6
1bnxfEQ,Razer,Blade,3.2
PvsqQaY,Razer,Blade,3.3
6vOccy0,Alienware,Area-51,3.2
lQbMyDh,Razer,Blade,3.0
FgjQU9A,Razer,Blade,3.2
xEQvOqH,Razer,Blade,3.8
WqTKrPl,Razer,Blade,3.4
c46j95D,Razer,Blade,3.3
16ri4JF,Razer,Blade,3.4
GVed2Fy,Razer,Blade,3.6
ycOHIci,Lenovo,Legion,3.8
V1FErSN,Razer,Blade,3.7
4Ry68vE,Lenovo,Legion,3.6
y9spaec,Razer,Blade,3.4
BzPacPW,HP,Omen,3.3
RJaOgqu,Asus,ROG,3.3
V0H7f3e,Acer,Predator,3.5
0Fi8pMx,Acer,Predator,3.5
BRSM2h3,Razer,Blade,3.4
H0IKzmU,MSI,Raider,3.6
UTbckFs,MSI,Raider,3.6
fccm8Wo,Lenovo,Legion,3.6
Bjuq0cf,Lenovo,Legion,3.1
GqaDwsY,Acer,Predator,3.7
G9ecrhS,Razer,Blade,3.3
4N1Sebe,MSI,Raider,3.8
8FXutdC,Lenovo,Legion,3.7
lfMp8Mk,HP,Omen,3.0
ZLDA17u,Razer,Blade,3.4
nRia6Ch,Razer,Blade,3.0
U0NFtj5,Razer,Blade,3.6
ZKtcXh5,Acer,Predator,3.3
40Y7PKF,Acer,Predator,3.3
pmlxh39,Razer,Blade,3.8
78X4j6e,Razer,Blade,3.0
Etvf2Pm,Razer,Blade,3.6
Zizt9ws,Alienware,Area-51,3.6
ESSASHW,Razer,Blade,3.5
nTHoDrR,Lenovo,Legion,3.4
CnqurHA,MSI,Raider,3.0
fIhhYKS,Razer,Blade,3.0
ddITPId,Razer,Blade,3.2
PjcZ5Fa,Acer,Predator,3.6
4VgEHOx,Lenovo,Legion,3.3
fjBDoyq,MSI,Raider,3.6
crfxUiI,Razer,Blade,3.8
kSz5iQG,Razer,Blade,3.7
LmRez0H,Razer,Blade,3.1
JuPwd6g,Razer,Blade,3.2
XaedUix,Razer,Blade,3.8
IMe4zn3,Razer,Blade,3.4
wakWZ3X,Razer,Blade,3.8
wfKWcyN,Alienware,Area-51,3.2
WISWJDf,Lenovo,Legion,3.5
KMtXvT8,Razer,Blade,3.3
ZACMbnh,Alienware,Area-51,3.0
nODKfRR,Razer,Blade,3.3
WKRTJXC,Razer,Blade,3.5
izNTlws,Alienware,Area-51,3.1
vRfoAW0,Razer,Blade,3.0
WhgQgQG,Lenovo,Legion,3.2
1c7Ar2x,Razer,Blade,3.7
RhFByHw,Razer,Blade,3.1
n5BzCwr,Razer,Blade,3.8
seQRn7x,HP,Omen,3.8
Tcsi8TD,Razer,Blade,3.2
dwPNmkR,Razer,Blade,3.0
T4eMfvT,Razer,Blade,3.3
r5PQWqU,Lenovo,Legion,3.5
rGPSAaC,Razer,Blade,3.8
mXOwIrK,Alienware,Area-51,3.4
RliojQL,Asus,ROG,3.1
ThreNOx,Razer,Blade,3.3
rlaHQ6J,Asus,ROG,3.7
EAf6Lpu,Razer,Blade,3.3
QYizCjD,Razer,Blade,3.3
meQrBgD,HP,Omen,3.4
23744sL,Acer,Predator,3.5
m8nDfPE,MSI,Raider,3.5
h7LLP7F,Razer,Blade,3.5
zLO5jk3,HP,Omen,3.5
rixMjUi,Razer,Blade,3.4
WzPMtFO,Razer,Blade,3.0
YK2A2xG,Razer,Blade,3.3
oM1lMyc,Asus,ROG,3.1
VyoV7uT,Razer,Blade,3.1
i8hG7dX,Razer,Blade,3.1
C328Sqa,Razer,Blade,3.7
DEzWF9e,Lenovo,Legion,3.2
27aAYLt,HP,Omen,3.8
2Pa4Qas,Razer,Blade,3.8
3yq4swP,Razer,Blade,3.7
Az0Q7FH,Lenovo,Legion,3.2
qKQi14N,Asus,ROG,3.7
p4ZgEK0,Razer,Blade,3.6
VeeIejN,Asus,ROG,3.5
P4A8d6C,Lenovo,Legion,3.3
oPkL4R7,Razer,Blade,3.4
Fa6plEB,Razer,Blade,3.5
dNMaroe,Lenovo,Legion,3.8
Om7pKMr,Razer,Blade,3.5
WGJf4Ml,Alienware,Area-51,3.1
SN2FCwf,MSI,Raider,3.6
ZgS3UHX,MSI,Raider,3.1
fMG3L1Z,MSI,Raider,3.8
fy8V2Ah,Razer,Blade,3.1
TPqbpni,Razer,Blade,3.3
dfS8p7K,MSI,Raider,3.7
ad9uQf5,Razer,Blade,3.2
YvPTVkk,Acer,Predator,3.0
ZsuGoyk,Razer,Blade,3.7
Yesa9co,Alienware,Area-51,3.5
dE9vLed,Razer,Blade,3.2
einP7Cp,Alienware,Area-51,3.5
yw5x2Rc,MSI,Raider,3.4
I7ZJSYT,Razer,Blade,3.0
iwKKWKp,Acer,Predator,3.8
llKt8yC,Razer,Blade,3.0
D02pEee,Razer,Blade,3.5
Aw29Pv7,Razer,Blade,3.6
lihPazY,Razer,Blade,3.1
xzfVN6R,Razer,Blade,3.2
3kuGeiC,Razer,Blade,3.0
i134qaU,Asus,ROG,3.3
tAuTVSF,Lenovo,Legion,3.3
SePU75D,Asus,ROG,3.4
nYx4gUb,Razer,Blade,3.8
AgyUhbP,Alienware,Area-51,3.0
qCoDnAU,Razer,Blade,3.0
ablIyX5,Razer,Blade,3.7
EmZV4bH,Razer,Blade,3.7
194Bmho,Acer,Predator,3.0
jWa1wkP,Lenovo,Legion,3.6
cKQecQj,Asus,ROG,3.2
FdVu8U4,HP,Omen,3.4
5RlwSnf,Acer,Predator,3.6
W4abx7M,Razer,Blade,3.1
xXGZB4M,Asus,ROG,3.0
uPPOqnE,Razer,Blade,3.6
ZuiwMpl,Razer,Blade,3.7
Akk7kKD,Razer,Blade,3.6
oaDzTuP,Razer,Blade,3.6
QjfoM6p,MSI,Raider,3.5
2r1gLE5,HP,Omen,3.1
PQEkxjR,Razer,Blade,3.4
PvrbUMz,Razer,Blade,3.4
Up5WiJt,Asus,ROG,3.7
Tr6BlWd,Asus,ROG,3.1
MdJ1GdB,Razer,Blade,3.3
ch8xSv9,Alienware,Area-51,3.3
Q2k5I45,HP,Omen,3.7
B7smm2N,HP,Omen,3.1
f4wrGag,Acer,Predator,3.0
wCtGZpp,Acer,Predator,3.4
TADmZzo,Razer,Blade,3.2
HoYNg4J,Razer,Blade,3.5
6J2mxAN,HP,Omen,3.2
ybGnH9T,Razer,Blade,3.6
VblzPku,Razer,Blade,3.1
zTR7GSZ,Lenovo,Legion,3.8
jybt82V,HP,Omen,3.2
POKiB3K,Razer,Blade,3.5
HBOY19W,Razer,Blade,3.7
BC7sVnM,Razer,Blade,3.3
pBZLxKD,Lenovo,Legion,3.3
j7joLcf,Razer,Blade,3.7
6KP7WYz,Razer,Blade,3.2
wyiRc4P,HP,Omen,3.8
WRWFylx,Razer,Blade,3.6
mwM96Kw,HP,Omen,3.3
wi2Smuq,Razer,Blade,3.1
sR8DJL0,Razer,Blade,3.2
lK0NC2X,Acer,Predator,3.5
gVf9xOb,Razer,Blade,3.2
xFJRsNu,Razer,Blade,3.4
ZyMqV1k,Lenovo,Legion,3.3
yBGcgDM,Asus,ROG,3.6
mqQQikD,Asus,ROG,3.4
eGdotuf,Razer,Blade,3.3
8R2bg8Y,Alienware,Area-51,3.3
Ea0Dv3f,Razer,Blade,3.1
oXhLGlJ,Razer,Blade,3.4
eoIb7fB,Acer,Predator,3.8
hy0lYoH,Razer,Blade,3.4
YQQ5syb,Razer,Blade,3.3
N0QoCj0,Asus,ROG,3.6
McBYvoh,Razer,Blade,3.6
W5eUVAX,Razer,Blade,3.2
uIOIjbc,Razer,Blade,3.0
iZZYJNx,Razer,Blade,3.0
EGtFinF,Razer,Blade,3.4
ktJ0fmp,Razer,Blade,3.0
cObv2tR,Lenovo,Legion,3.6
hFigQVf,Razer,Blade,3.4
UnRTDEf,Razer,Blade,3.1
wkPwAJz,Asus,ROG,3.8
qhpcsTf,Asus,ROG,3.1
oKZZrv6,MSI,Raider,3.8
8DUHVvb,Razer,Blade,3.2
J0jjrPL,Lenovo,Legion,3.0
kScH5QZ,Acer,Predator,3.5
3ZMLlB6,HP,Omen,3.1
VLzstVc,Razer,Blade,3.1
XRTYorF,Razer,Blade,3.6
5AQOuFk,Alienware,Area-51,3.0
jKiFY34,Razer,Blade,3.6
alduOwI,Alienware,Area-51,3.2
EcNYyp6,Asus,ROG,3.8
0gGA8xJ,Asus,ROG,3.2
QQAgsCj,Razer,Blade,3.0
13VFRtq,Acer,Predator,3.4
EQzf5wZ,Razer,Blade,3.5
Yb86ung,Razer,Blade,3.8
ox5eHrt,Acer,Predator,3.7
1wLVm3K,Acer,Predator,3.5
KqlhE7u,Lenovo,Legion,3.5
ra9b5Ew,Razer,Blade,3.3
F12JtY5,Razer,Blade,3.1
GekxDdV,MSI,Raider,3.8
noHAE3E,Asus,ROG,3.3
0EqresB,Asus,ROG,3.6
j9d5A2f,Razer,Blade,3.5
mRhiAEq,Razer,Blade,3.1
ryIAjKJ,Acer,Predator,3.6
pH0MCxE,Razer,Blade,3.6
XnPpr1M,Razer,Blade,3.7
NexSZh0,Razer,Blade,3.1
y73dtVL,Razer,Blade,3.0
4sXAiZT,Alienware,Area-51,3.6
7tKiz0k,Razer,Blade,3.6
CvktsY0,Razer,Blade,3.1
d490jY7,Razer,Blade,3.2
FSYRbcm,Razer,Blade,3.3
4uPJBCK,Razer,Blade,3.0
pK5bvg2,Razer,Blade,3.1
4BgHDcQ,Razer,Blade,3.4
9Y1R2hl,MSI,Raider,3.7
xZ3VEyB,Razer,Blade,3.4
wjPj6IY,Razer,Blade,3.1
lD4hMCS,Razer,Blade,3.0
SIRGL9o,Acer,Predator,3.4
kMPgc1j,Acer,Predator,3.3
cFiqQQN,Lenovo,Legion,3.4
lrqqgY4,Razer,Blade,3.7
1K4irDp,Razer,Blade,3.4
zUCkTIM,Razer,Blade,3.4
0LQrqmO,Razer,Blade,3.8
Ev27kqB,Razer,Blade,3.7
rS4Siff,Acer,Predator,3.5
p8BDVwe,Razer,Blade,3.1
rOlcbuQ,Razer,Blade,3.3
bnpQwSo,Razer,Blade,3.1
O72cm7U,Razer,Blade,3.1
oegHbzH,Razer,Blade,3.6
lQPRJHW,Razer,Blade,3.2
HtbLUFv,Razer,Blade,3.5
4DslXvV,Asus,ROG,3.7
hmuerdt,Asus,ROG,3.0
ABHrTt9,Acer,Predator,3.7
QBuVVzF,Lenovo,Legion,3.1
C7QvGpb,Razer,Blade,3.2
aVgkGxe,Lenovo,Legion,3.4
YZaF5IR,HP,Omen,3.7
tA8huDq,Alienware,Area-51,3.3
m7opSiZ,Lenovo,Legion,3.0
hs6ecLQ,Alienware,Area-51,3.8
C0s7oEC,MSI,Raider,3.6
J6Pak66,Razer,Blade,3.7
gSfwivD,MSI,Raider,3.6
d2KmlJU,Razer,Blade,3.3
zTph8xn,HP,Omen,3.4
gx3h22l,Razer,Blade,3.5
EW7ZVf8,Acer,Predator,3.1
fagLzJx,Acer,Predator,3.8
ySLXiQI,Asus,ROG,3.3
bjtQkEW,Razer,Blade,3.8
O5qOs8H,Razer,Blade,3.5
0cMb6Ji,Razer,Blade,3.3
DegLNWy,Razer,Blade,3.2
5ONTrll,Razer,Blade,3.5
ojk3eP0,Asus,ROG,3.1
LFQKHFQ,Alienware,Area-51,3.8
0dE0bOj,Razer,Blade,3.1
si0yYf9,Lenovo,Legion,3.5
FwUea5B,Razer,Blade,3.2
Lnmh8i0,Razer,Blade,3.3
HoVWBAn,Lenovo,Legion,3.0
ZumclNE,Razer,Blade,3.8
YKm7NPy,Acer,Predator,3.5
CIH9Lxr,Alienware,Area-51,3.7
1ATFKEC,Razer,Blade,3.5
82nsm2M,MSI,Raider,3.7
sIFA4jW,Razer,Blade,3.2
sVsYSYH,Lenovo,Legion,3.1
wUoKr6U,Razer,Blade,3.8
58Y7NCF,Razer,Blade,3.7
xGAgJzW,Razer,Blade,3.8
ukgcg9v,HP,Omen,3.1
WuBdYug,Razer,Blade,3.7
AA5MPpI,Razer,Blade,3.6
JxA2xg5,Acer,Predator,3.5
8JQ8vXC,MSI,Raider,3.2
ad9MM4x,HP,Omen,3.6
FOM4iIv,Razer,Blade,3.6
QkDmCmm,Razer,Blade,3.2
xqLmJXC,Razer,Blade,3.4
yrVfcyU,Razer,Blade,3.5
0XdtVHr,Asus,ROG,3.0
Mu1ohLY,Razer,Blade,3.5
QD83Tx1,HP,Omen,3.8
WAI3MvJ,Acer,Predator,3.5
3GEGZg9,HP,Omen,3.8
IRR19iK,Razer,Blade,3.0
mkRXISG,Razer,Blade,3.6
XkclvyI,Razer,Blade,3.6
eSypVi2,Lenovo,Legion,3.1
a60Q4C6,Razer,Blade,3.4
AOiQf11,Razer,Blade,3.1
02bGuya,Lenovo,Legion,3.7
P9cDkAF,Asus,ROG,3.4
